id,target
250,0.681336795614989
251,0.479567479734308
252,0.5332524378467237
253,0.774753601752098
254,0.4438593415207853
255,0.302038030193265
256,0.37926100310143146
257,0.22227711966219932
258,0.7198179231713343
259,0.21855628248049944
260,0.5249287167916452
261,0.3314124937462424
262,0.3438109161646904
263,0.6648442337730799
264,0.26038217837601124
265,0.714827354659124
266,0.3474121106369722
267,0.7252432508005292
268,0.4265897903997453
269,0.3068362054099172
270,0.4367655384383061
271,0.7008434944898966
272,0.47134697229222106
273,0.3453901927759236
274,0.35113596367848016
275,0.6530598370739652
276,0.06712086888742283
277,0.7783251493403696
278,0.6629611114295979
279,0.5953848647458652
280,0.37648843559155015
281,0.31777795044630675
282,0.4656139315766405
283,0.19710014367547463
284,0.6512664847533552
285,0.2519123638152416
286,0.593284107567321
287,0.5695014031754942
288,0.7436595770506729
289,0.8580060422003214
290,0.5388447715477278
291,0.31783676418355566
292,0.6105543238195557
293,0.5960532085106894
294,0.38491422621565563
295,0.7092069884379518
296,0.5799031270506214
297,0.587719701114205
298,0.6159193266350602
299,0.2504970622848073
300,0.44406623176175924
301,0.4976078457480363
302,0.7782648861354067
303,0.7369511092773708
304,0.4858735880714834
305,0.6600609094730249
306,0.9066580081614343
307,0.6458897067033439
308,0.8176369509680099
309,0.18878659386552377
310,0.7235293868204704
311,0.7440001201661294
312,0.8193041348149496
313,0.6511330753958652
314,0.12025922613384943
315,0.2581447291773733
316,0.7503900461964009
317,0.7308203624546161
318,0.1383975380982096
319,0.8330599861314526
320,0.5993870880417063
321,0.44509426926668694
322,0.3905098114760665
323,0.7857798671355414
324,0.6734070657861188
325,0.4985992027902088
326,0.2594373819922801
327,0.33258235071454123
328,0.360107918979975
329,0.5409687219217671
330,0.13038398659054817
331,0.411812125125074
332,0.3070265913952857
333,0.09288416192148523
334,0.8526063380422076
335,0.6914589740952439
336,0.4118405234889299
337,0.5154741859288684
338,0.6215466934176879
339,0.19810934489776522
340,0.8053227404883869
341,0.21058266433237913
342,0.5209076494820367
343,0.7312832483583735
344,0.7960670108965997
345,0.42525500479339406
346,0.5583429489311335
347,0.4907970291148538
348,0.7438677034099398
349,0.668949211271365
350,0.7177087094079213
351,0.5846042262819431
352,0.4171758455258812
353,0.44700945038876577
354,0.6010680350827876
355,0.6429900609907363
356,0.10588583310549698
357,0.3435460564081968
358,0.4726858403690166
359,0.5729501075803216
360,0.8237220702983687
361,0.5362929217281597
362,0.2657758297962723
363,0.7267572286893014
364,0.4556206294233401
365,0.08756158237187063
366,0.5705506917814863
367,0.38392715017020856
368,0.13185223316156733
369,0.7686525771238685
370,0.5131046705745423
371,0.6234213476326417
372,0.207690125899767
373,0.4444450397792281
374,0.7365679871288581
375,0.7973065859846801
376,0.19893394309798101
377,0.34740302694130454
378,0.6049209201235831
379,0.21627377101840672
380,0.5089914859879798
381,0.859031814873547
382,0.6688750838318248
383,0.8249317074413653
384,0.5457772605152018
385,0.5684357701137017
386,0.8360856112708402
387,0.5778060389993241
388,0.07406619677313864
389,0.22174954160416943
390,0.7703600380490774
391,0.29477049381581755
392,0.556897348812906
393,0.4406024995417577
394,0.699204179566734
395,0.6622085634381955
396,0.21235040736389818
397,0.384764406579596
398,0.6444156376000777
399,0.65668728072942
400,0.5642562827551637
401,0.6220428121872943
402,0.16107931056593522
403,0.4449598595261066
404,0.3533012403479137
405,0.7177047065701777
406,0.47169261946783514
407,0.18077513283107005
408,0.3825933706083228
409,0.6153015089672698
410,0.8925028579582848
411,0.6545315227044386
412,0.41148729898516756
413,0.7438355404604501
414,0.8273672368034032
415,0.739020416490357
416,0.41712315439824194
417,0.567745670679999
418,0.30133745978669146
419,0.76497830029604
420,0.6452095602292016
421,0.30639463304630493
422,0.42569177241876144
423,0.9306160537221628
424,0.4042538766724032
425,0.2675571523782439
426,0.3371865495180821
427,0.5151602977905962
428,0.7880679752272143
429,0.19049238232457702
430,0.5271540194413672
431,0.5110262076648795
432,0.5475001049115319
433,0.7447973484689373
434,0.8149339794307334
435,0.10896723993491739
436,0.29961921252549994
437,0.27190656881783337
438,0.7509288259374395
439,0.6234735646061985
440,0.2888273429979134
441,0.1943458188261501
442,0.5375111272358519
443,0.3216369531664844
444,0.5112742976426794
445,0.21380841693357258
446,0.7647923168688441
447,0.20141057166015305
448,0.3135317870179376
449,0.5771640517923075
450,0.03200852178582075
451,0.63477192059532
452,0.37275604289781034
453,0.2837146453160374
454,0.6207397453225451
455,0.5353513359861591
456,0.47437588600022246
457,0.4336356248324442
458,0.48636643495110254
459,0.6845824428269723
460,0.75250956220944
461,0.7345784413196665
462,0.4660353645170169
463,0.12952493019552022
464,0.6887632562175112
465,0.7564135897214772
466,0.7091715164945381
467,0.7124634562585366
468,0.8050159341582482
469,0.3354425142270542
470,0.3788876054495774
471,0.3482304564828928
472,0.5501292357170825
473,0.5566889263655735
474,0.8706673993035312
475,0.42327923363892844
476,0.7255466496464886
477,0.8973049157796662
478,0.9240438620093789
479,0.7347100718718321
480,0.3863146090421572
481,0.4182806627406181
482,0.843563281818171
483,0.26089839680449683
484,0.538790967123272
485,0.38378724231852285
486,0.6012207006509591
487,0.5123781549248354
488,0.5979032089844198
489,0.8404226423932265
490,0.3364173984113191
491,0.29531478555030716
492,0.18610148833662624
493,0.7851167342029667
494,0.6611673888125437
495,0.26911763726649984
496,0.5165979084240386
497,0.2823174830585675
498,0.2548580793100616
499,0.5892768828617995
500,0.9279481616977788
501,0.6938717478521513
502,0.6024405945338204
503,0.7127889004842858
504,0.712911708011253
505,0.844782451272302
506,0.3547490744173488
507,0.14769147756186846
508,0.5564958031905397
509,0.7373578035469415
510,0.5298273741834089
511,0.6639320540353222
512,0.4712947020838725
513,0.5560876817125653
514,0.34750011887759774
515,0.43560005105396926
516,0.6269078528443227
517,0.23406964393547064
518,0.7144499522664941
519,0.5643320566688952
520,0.2569288207817832
